epoch,acc,loss,val_acc,val_loss
0,0.37540063,2.479170267398541,0.4375,2.08547264023831
1,0.39503205,2.3065776565136056,0.3651316,2.301564103678653
2,0.4054487,2.145862278265831,0.39473686,2.0255745837562964
3,0.44471154,2.0185305659587565,0.40625,1.9809354104493793
4,0.4851763,1.8863541025381823,0.45394737,1.8695342164290578
5,0.54046476,1.7598266647412226,0.56578946,1.6877707493932623
6,0.5625,1.6830951281082935,0.63486844,1.5693071766903526
7,0.59815705,1.5882715506431384,0.65296054,1.4638604615864002
8,0.61177886,1.5081358628395276,0.6069079,1.4581140028802972
9,0.61778843,1.4807501786794417,0.67105263,1.3831714956383956
10,0.64983976,1.3907705423159478,0.62828946,1.451771002066763
11,0.6598558,1.3416701066188323,0.68914473,1.2603522601880526
12,0.6738782,1.299129761182345,0.68585527,1.2342702903245624
13,0.67988783,1.2690837941108606,0.71710527,1.1787875388797961
14,0.6826923,1.2364462262544877,0.6200658,1.347598329970711
15,0.703125,1.1950754339878376,0.71875,1.1496176060877348
16,0.7139423,1.148054295625442,0.73519737,1.0681177754151194
17,0.72155446,1.118968386680652,0.7384868,1.0599902585933083
18,0.72796476,1.081073087759507,0.73355263,1.055574053212216
19,0.73517627,1.0315034129680731,0.7549342,1.0020178211362738
20,0.7540064,0.9946521856845953,0.70394737,1.079256352625395
21,0.760016,0.9793524459386483,0.72203946,1.0332406884745549
22,0.7776442,0.9335363927559975,0.76480263,0.9531995685477006
23,0.7640224,0.9253185933981186,0.7368421,0.9822698643333033
24,0.7776442,0.8966112029858124,0.7006579,1.0825208896084835
25,0.79086536,0.8666709546859448,0.7697368,0.9280295372009277
26,0.7844551,0.8543361585873824,0.75,1.0037646701461391
27,0.8165064,0.7807708581288656,0.7944079,0.826377134574087
28,0.8125,0.7815369566281637,0.77138156,0.8892346840155753
29,0.82572114,0.7697496024461893,0.75328946,0.9535344337162218
30,0.8177083,0.774510518862651,0.75,0.943482872686888
31,0.82171476,0.753843041566702,0.75328946,0.9240014207990546
32,0.84375,0.7162640622028937,0.77796054,0.8436271611012911
33,0.8477564,0.683829835592172,0.79605263,0.8418697338355215
34,0.84415066,0.6982359118186511,0.8256579,0.7545172007460343
35,0.73717946,1.1492546575191693,0.5444079,1.7628139884848344
36,0.7880609,1.104690515078031,0.7072368,1.1395119867826764
37,0.8165064,0.9077273125831897,0.78125,0.9361768772727564
38,0.8421474,0.7738184806628104,0.7861842,0.8614511019305179
39,0.828125,0.7460129345074679,0.80921054,0.8481910134616651
40,0.8545673,0.7066706063655707,0.7417763,1.0003777303193744
41,0.8469551,0.7048544830236679,0.81085527,0.8311566271279988
42,0.87219554,0.6177986264228821,0.8634868,0.6620815710017556
43,0.85697114,0.706970731417338,0.6315789,1.5818167987622713
44,0.8489583,0.8191859676287725,0.83388156,0.8091687591452348
45,0.8790064,0.6467130944514886,0.8486842,0.7707754404921281
46,0.86778843,0.657877850991029,0.79111844,0.8627270554241381
47,0.88100964,0.5859032624807113,0.83388156,0.758051269932797
48,0.875,0.5939148836410962,0.8305921,0.7116753192324388
49,0.7920673,1.0113755128322504,0.7072368,1.453709558436745
50,0.82532054,1.0334912347487915,0.7878289,1.0785567195791947
51,0.85296476,0.8324787356914618,0.8355263,0.81026628142909
52,0.8894231,0.6613648182306534,0.72861844,1.1174653925393756
53,0.8573718,0.722302108238905,0.6299342,2.14510430787739
54,0.7936699,1.0264137142743819,0.7861842,1.0978125365156877
55,0.80649036,1.0412456744756453,0.78125,1.0980082185644853
56,0.833734,0.9052069576886984,0.7878289,1.0170011081193622
57,0.85096157,0.7912195233198313,0.67763156,1.2681405763877065
58,0.85296476,0.7516126128343436,0.75986844,1.017689751951318
59,0.8802083,0.6964926528625,0.7450658,1.0148868937241404
60,0.8369391,0.8460369381384972,0.5378289,2.0402557410691915
61,0.7532051,1.285894410732465,0.69078946,1.4524201342934056
62,0.79727566,1.1986408524024181,0.8009868,1.1755783495150114
63,0.8369391,0.9882762600214053,0.8075658,1.0108441930068166
64,0.8349359,0.9417933286764683,0.7368421,1.3032877256995754
65,0.84815705,0.9739211041193742,0.8305921,0.9722901582717896
66,0.83573717,0.9711069457041912,0.79111844,1.0858918302937557
67,0.8088942,1.0720081933033772,0.5131579,2.162785768508911
68,0.7155449,1.4459510063513732,0.6694079,1.386677817294472
69,0.73397434,1.3467527154164436,0.7384868,1.2906681299209595
70,0.6766827,1.5643978103613243,0.71710527,1.467683378018831
71,0.7379808,1.4686184991628697,0.6381579,1.7874627678017867
72,0.7311699,1.6183345837470813,0.70230263,1.6299871394508763
73,0.77003205,1.3903996226115105,0.75328946,1.3721067591717369
74,0.81891024,1.1646975767918122,0.7368421,1.2024207930815847
75,0.7668269,1.245896415068553,0.76480263,1.271114258389724
76,0.7552083,1.2281433183413286,0.62828946,1.475539100797553
77,0.7824519,1.1331791365757966,0.77138156,1.1003856407968622
78,0.82091343,0.9562040368715922,0.8240132,0.9073746549455743
79,0.8449519,0.8488971537504441,0.8174342,0.8392437633715177
80,0.8625801,0.7180927021381183,0.83388156,0.7938361293391177
81,0.8762019,0.6639915506045023,0.8552632,0.7058655023574829
82,0.8762019,0.6136444799410992,0.8322368,0.7282299054296393
83,0.8854167,0.6079499266850643,0.86513156,0.6720893837903675
84,0.8269231,0.8336521104360238,0.54111844,2.5173142834713587
85,0.78966343,1.1990724022571857,0.7927632,1.1301137240309465
86,0.84415066,0.9875704691960261,0.61019737,1.6810591660047833
87,0.82051283,1.0432672370702794,0.86019737,0.9666400928246347
88,0.8717949,0.8297506517324692,0.85361844,0.8276567427735579
89,0.87740386,0.7452320532921033,0.7417763,1.0328764225307263
90,0.88822114,0.6576623565111405,0.8569079,0.7668658400836744
91,0.8874199,0.6320205854299741,0.81414473,0.812704302762684
92,0.885016,0.616956325677725,0.8388158,0.7266371156039991
93,0.63221157,1.833646765504128,0.53125,2.544760214655023
94,0.63100964,2.114883398398375,0.60361844,2.058893743314241
95,0.7375801,1.7980638192250178,0.7105263,1.734227412625363
96,0.77163464,1.5626933788641906,0.69736844,1.6675527534986798
97,0.76121795,1.5424394836792579,0.7582237,1.4491325554094816
98,0.82171476,1.3095589341261449,0.78289473,1.3079951562379535
99,0.8489583,1.144216002562107,0.75164473,1.299221214495207
