epoch,acc,loss,val_acc,val_loss
0,0.76642627,1.7028492788473766,0.9177632,0.25572623077191803
1,0.9094551,0.2597474040320286,0.9177632,0.2660947430290674
2,0.9286859,0.20488185953730956,0.9292763,0.24189411103725433
3,0.9491186,0.14593506720251379,0.9375,0.20602265666974218
4,0.96915066,0.1022895726446922,0.94736844,0.18710906117370255
5,0.9739583,0.07473911158143519,0.9243421,0.2730756080464313
6,0.97996795,0.060643443127329916,0.9457237,0.22612092724854224
7,0.9823718,0.05398256209595368,0.9555921,0.18999090155978737
8,0.9795673,0.06681003355874847,0.95230263,0.22952402169865213
9,0.9875801,0.04321604994430135,0.9457237,0.2482657726167848
10,0.98517627,0.05104404220167989,0.9490132,0.2506303396167871
11,0.99198717,0.03154536341436398,0.95230263,0.23179729981347919
12,0.9895833,0.032149982737162366,0.9424342,0.28755406324604627
13,0.9863782,0.03824155927540209,0.9572368,0.22215734978396395
14,0.98717946,0.05395971223800025,0.95888156,0.24755861440452895
15,0.9891827,0.03495145950299234,0.9375,0.31213664988938133
16,0.99158657,0.030362076134247802,0.9457237,0.2786297121898602
17,0.989984,0.03874364802024315,0.9375,0.3228736675136085
18,0.97676283,0.06429030639059746,0.9457237,0.2751406932396716
19,0.9875801,0.038460770850995175,0.9490132,0.30077044158487726
20,0.98397434,0.04817328920725208,0.9572368,0.2503459608721498
21,0.98717946,0.043243909285639606,0.95394737,0.29435568855383043
22,0.99038464,0.033987427411305435,0.9572368,0.23037951031552725
23,0.9895833,0.028738051882567398,0.9424342,0.2727907161277376
24,0.99038464,0.027532430136209138,0.95230263,0.3192959993776688
25,0.9895833,0.03286803956833841,0.95888156,0.27727360610917556
26,0.98717946,0.02971136133857773,0.9457237,0.32982140155754197
27,0.984375,0.04582833737838836,0.95888156,0.24841706569637417
28,0.99399036,0.016992084874893922,0.9490132,0.2780150720040853
29,0.99358976,0.019589317867286855,0.95888156,0.24892855815491394
30,0.9947917,0.018283125766314558,0.9572368,0.2577332958922182
31,0.9963942,0.012075737505139655,0.94736844,0.3218813365555865
32,0.99759614,0.014043657035746294,0.95888156,0.2671319357193026
33,0.99719554,0.008690671332377137,0.9555921,0.2877537002381072
34,0.99078524,0.025278026306599106,0.95230263,0.2858572177111024
35,0.994391,0.01642724890884076,0.95394737,0.2776982493631199
36,0.9831731,0.05207576888843062,0.95888156,0.2554461154872307
37,0.99399036,0.011698896935670815,0.95394737,0.278704722653186
38,0.99198717,0.021796933529866436,0.95888156,0.26337385118791934
39,0.99559295,0.013965901049395586,0.9605263,0.28148117293695624
40,0.99158657,0.020824296794858244,0.9605263,0.259221950933256
41,0.9963942,0.0108034086199787,0.9555921,0.2809404194918706
42,0.99399036,0.01750821325918085,0.9506579,0.34001081618694834
43,0.9803686,0.057344873500625955,0.9457237,0.42811703455854994
44,0.98717946,0.03588333813472498,0.9325658,0.4508065353025143
45,0.9831731,0.053180362984373154,0.94736844,0.35637113918844415
46,0.9859776,0.0357468200933139,0.9292763,0.46727888991958216
47,0.99399036,0.02219107986149993,0.94736844,0.4435895303521599
48,0.9959936,0.012277408505304685,0.9457237,0.4222228695901944
49,0.99238783,0.027944962452611667,0.9440789,0.41742960654664785
50,0.994391,0.014997126827858245,0.95230263,0.36221385530906874
